hgvsg	cadd_consscore	cadd_rawscore	dbnsfp_bayesdel_add_af_rankscore	dbnsfp_bayesdel_no_af_rankscore	dbnsfp_bstatistic_converted_rankscore	dbnsfp_clinpred_rankscore	dbnsfp_dann_rankscore	dbnsfp_deogen2_rankscore	dbnsfp_eigen_raw_coding_rankscore	dbnsfp_eigen_pc_raw_coding_rankscore	dbnsfp_fathmm_converted_rankscore	dbnsfp_fathmm_mkl_coding_rankscore	dbnsfp_fathmm_xf_coding_rankscore	dbnsfp_genocanyon_rankscore	dbnsfp_gerp___rs_rankscore	dbnsfp_gm12878_fitcons_rankscore	dbnsfp_h1_hesc_fitcons_rankscore	dbnsfp_huvec_fitcons_rankscore	dbnsfp_integrated_fitcons_rankscore	dbnsfp_list_s2_rankscore	dbnsfp_lrt_converted_rankscore	dbnsfp_metalr_rankscore	dbnsfp_metarnn_rankscore	dbnsfp_metasvm_rankscore	dbnsfp_mpc_rankscore	dbnsfp_mutationassessor_rankscore	dbnsfp_mutationtaster_converted_rankscore	dbnsfp_phastcons_100way_vertebrate_rankscore	dbnsfp_phastcons_17way_primate_rankscore	dbnsfp_phastcons_30way_mammalian_rankscore	dbnsfp_phylop_100way_vertebrate_rankscore	dbnsfp_phylop_17way_primate_rankscore	dbnsfp_phylop_30way_mammalian_rankscore	dbnsfp_polyphen2_hdiv_rankscore	dbnsfp_polyphen2_hvar_rankscore	dbnsfp_primateai_rankscore	dbnsfp_provean_converted_rankscore	dbnsfp_revel_rankscore	dbnsfp_sift_converted_rankscore	dbnsfp_sift4g_converted_rankscore	dbnsfp_siphy_29way_logodds_rankscore	dbnsfp_siphy_29way_logodds_score	dbnsfp_vest4_rankscore	evs_grantham_score	mutdb_mutpred_score	gnomad_exome_af	gnomad_genome_af	civic_actionscore	civic_clinvar_cnt	exac_nontcga_af	exac_af	clinvar_accession	clinvar_sig	clinvar_origin	clinvar_name	clinvar_accession_0	clinvar_sig_0	clivar_origin_0	clinvar_name_0	clinvar_accession_1	clinvar_sig_1	clivar_origin_1	clinvar_name_1	clinvar_accession_2	clinvar_sig_2	clivar_origin_2	clinvar_name_2	clinvar_accession_3	clinvar_sig_3	clivar_origin_3	clinvar_name_3	dbnsfp_clinvar_sig
chr17:g.41244859G>C	7	2.467516	0.51575	0.66536	0.75131	0.39186	0.35888	0.83483	0.3739	0.29366	0.80301	0.1021	0.18747	0.74766	0.33773	0.89359	0.39905	0.17756	0.73137	0.52137	0.26436	0.85881	0.61953	0.75337	0.31809	0.77738	0.08975	0.20612	0.18378	0.26232	0.15007	0.11342	0.25482	0.62325	0.6334	0.04408	0.92173	0.73879	0.48642	0.28958	0.26392	7.4479	0.50868			7.97105e-06				9.415e-06	8.236e-06																					
chr17:g.41244862_41244863del																																														3.98559e-06										RCV000077525	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000504509	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV000510104	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV001353865	Pathogenic	germline	not provided	
chr17:g.41244866T>A	7	1.375603	0.33813	0.51288	0.75131	0.20906	0.60987	0.81495	0.12447	0.09157	0.8073	0.11565	0.25871	0.74766	0.02559	0.89359	0.39905	0.17756	0.73137	0.5103	0.09795	0.7328	0.3933	0.65165	0.13543	0.6946	0.08975	0.06391	0.13371	0.18248	0.04987	0.47794	0.64695	0.41517	0.4736	0.07084	0.70553	0.66676	0.51248	0.4511	0.02405	1.5432	0.41557			3.98451e-06										RCV000581110	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV002530750	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr17:g.41244883dup																																																																								
chr17:g.41244885T>G	7	0.240182	0.57043	0.64646	0.75131	0.14872	0.16991	0.80074	0.10987	0.09502	0.79854	0.06648	0.25912	0.74766	0.03595	0.89359	0.39905	0.17756	0.73137	0.25622	0.0742	0.73737	0.34258	0.64862	0.15343	0.54099	0.08975	0.06391	0.34548	0.34779	0.03892	0.47794	0.22475	0.42387	0.44907	0.03682	0.85541	0.80782	0.41096	0.29249	0.07803	3.6692	0.4332			3.98298e-06										RCV000213188	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000764122	Uncertain significance	unknown	Familial cancer of breast	RCV001051347	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV001589144	Uncertain significance	germline	Pancreatic cancer, susceptibility to, 4	Uncertain_significance
chr17:g.41244892A>G	7	2.807578	0.4585	0.5471	0.75131	0.13518	0.65892	0.66281	0.18108	0.15063	0.80387	0.14575	0.40801	0.74766	0.07024	0.89359	0.39905	0.17756	0.73137	0.68582	0.02544	0.83475	0.26633	0.6705	0.4027	0.54099	0.08975	0.06391	0.3997	0.49585	0.07597	0.84096	0.94714	0.5024	0.54128	0.0124	0.50502	0.83965	0.19293	0.27325	0.05797	3.0513	0.42737			3.98267e-06				9.415e-06	8.236e-06																					
chr17:g.41244904A>C		1.468633	0.64955	0.71086	0.75131	0.71342	0.28167	0.87655	0.37903	0.30026	0.80214	0.18823	0.39049	0.74766	0.32333	0.89359	0.39905	0.17756	0.73137	0.45008	0.55875	0.86136	0.62132	0.76929	0.20537	0.79137	0.08975	0.16062	0.55675	0.52443	0.39479	0.84096	0.56114	0.54136	0.63994	0.08725	0.98283	0.78786	0.68238	0.69154	0.13133	4.9018	0.59478			3.98194e-06				9.415e-06	8.236e-06																					
chr17:g.41244907C>T		2.38542	0.46216	0.55045	0.75131	0.15883	0.55142	0.79921	0.23843	0.23517	0.80125	0.1852	0.29356	0.74766	0.34374	0.59785	0.39905	0.17756	0.31514	0.47234	0.13514	0.79112	0.35834	0.70953	0.13719	0.64929	0.2304	0.18986	0.58198	0.44423	0.23022	0.26987	0.45946	0.29179	0.38946	0.0642	0.60665	0.67234	0.29554	0.33219	0.22767	6.7686	0.3782			3.98203e-06				9.415e-06	8.236e-06																					
chr17:g.41244918T>C	7	0.036647	0.46503	0.47377	0.75131	0.11402	0.22182	0.71366	0.16738	0.17652	0.79376	0.12782	0.21604	0.74766	0.14261	0.59785	0.39905	0.17756	0.31514	0.63722	0.13958	0.7233	0.19022	0.59369	0.14463	0.4175	0.08975	0.21596	0.63387	0.26818	0.24009	0.47794	0.23007	0.29254	0.37304	0.08144	0.63669	0.49396	0.15561	0.07543	0.11663	4.5831	0.42345			7.96394e-06										RCV000167105	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000705043	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001170819	Uncertain significance	germline	Breast and/or ovarian cancer					Conflicting_interpretations_of_pathogenicity
chr17:g.41244925G>C	7	1.643073	0.53236	0.61444	0.75131	0.43456	0.39228	0.86513	0.46083	0.38931	0.79376	0.3855	0.36694	0.74766	0.24069	0.89359	0.87919	0.17756	0.73137	0.33863	0.13833	0.85889	0.52409	0.74301	0.21015	0.7408	0.08975	0.31901	0.65344	0.26881	0.47151	0.50648	0.24387	0.52105	0.63631	0.10381	0.85844	0.69358	0.51248	0.54541	0.20293	6.2958	0.50778			3.98219e-06						RCV002426419	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome																	
chr17:g.41244928T>G	7	3.760152	0.53172	0.52557	0.75131	0.51123	0.60412	0.82067	0.4258	0.37685	0.7567	0.32795	0.35821	0.74766	0.30255	0.89359	0.87919	0.17756	0.73137	0.52772	0.10636	0.83137	0.54879	0.67737	0.24722	0.71463	0.29703	0.29734	0.73285	0.32384	0.1903	0.47794	0.20716	0.38332	0.52961	0.13249	0.74504	0.6229	0.49117	0.52727	0.20121	6.2631	0.53796			3.98181e-06										RCV000479303	Uncertain significance	germline	not provided	RCV000545763	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000570820	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr17:g.41244936G>C	7	3.493796	0.33568	0.56472	0.75131	0.24788	0.48217	0.46742	0.23412	0.29952	0.75215	0.4183	0.48735	0.74766	0.67293	0.89359	0.87919	0.17756	0.73137	0.61827	0.39379	0.53827	0.37584	0.58679	0.09666	0.06538	0.58761	0.71638	0.64315	0.47047	0.58542	0.16129	0.2915	0.11197	0.14941	0.37472	0.01509	0.64725	0.91255	0.76473	0.39039	9.647	0.51672			1.59341e-05	3.19244e-05									RCV000077111	Likely benign	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000221093	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000442717	Uncertain significance	germline	not specified	RCV000463451	Likely benign	germline	Hereditary breast ovarian cancer syndrome	Conflicting_interpretations_of_pathogenicity
chr17:g.41244940C>T		4.774037	0.74902	0.74574	0.75131	0.557	0.97576	0.83133	0.65799	0.61463	0.8244	0.2969	0.28814	0.74766	0.46262	0.89359	0.87919	0.17756	0.73137	0.57479	0.34958	0.88276	0.81586	0.81046	0.4461	0.83145	0.81001	0.71638	0.71098	0.86279	0.25293	0.26987	0.45946	0.90584	0.97372	0.17461	0.67589	0.91626	0.41364	0.54541	0.10871	4.4133	0.4205			3.98213e-06				9.415e-06	8.236e-06					RCV000687202	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002440429	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr17:g.41244945G>C	8	12.151767	0.95075	0.9747	0.75131		0.69346		0.9752	0.95702		0.78272	0.25861	0.74766	0.67293	0.89359	0.87919	0.17756	0.73137		0.11886						0.81001	0.71638	0.65344	0.86279	0.7249	0.50648	0.78918								0.85276	16.7238	0.84194			3.98219e-06										RCV000031058	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000162858	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000235126	Pathogenic	germline	not provided	RCV000496687	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	Pathogenic
chr17:g.41244954T>A	7	5.652192	0.776	0.77309	0.75131	0.75407	0.68147	0.90694	0.75101	0.69952	0.79666	0.59755	0.58123	0.74766	0.4688	0.89359	0.87919	0.99817	0.98587	0.79443	0.23562	0.89984	0.72801	0.90892	0.50011	0.91145	0.81001	0.71638	0.85391	0.86279	0.52814	0.47794	0.64695	0.90584	0.92359	0.28537	0.84315	0.93068	0.91255	0.92824	0.3772	9.4218	0.63798			3.98245e-06																										
chr17:g.41244957G>A		6.320953	0.78104	0.82943	0.75131	0.83871	0.97576	0.90901	0.88765	0.87244	0.75001	0.5811	0.6441	0.74766	0.70287	0.89359	0.87919	0.99817	0.98587	0.91493	0.41658	0.88193	0.83429	0.92445	0.435	0.92123	0.81001	0.71638	0.85391	0.86279	0.60314	0.50648	0.78918	0.90584	0.97372	0.41573	0.86222	0.90545	0.91255	0.41913	0.61347	13.5776	0.85449		0.524	3.98286e-06				9.415e-06	8.236e-06					RCV000111898	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000132326	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001348685	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr17:g.41244960A>G		-0.306725	0.56752	0.56195	0.75131	0.02759	0.25631	0.64973	0.07686	0.07452	0.80301	0.07557	0.16392	0.74766	0.01321	0.89359	0.87919	0.99817	0.98587	0.32694	0.04016	0.66055	0.25135	0.53467	0.12232	0.32576	0.20203	0.06391	0.79791	0.65909	0.06757	0.84096	0.94714	0.19075	0.3039	0.16164	0.47008	0.81544	0.15561	0.15157	0.05121	2.8158	0.35088			3.98289e-06				9.415e-06	8.236e-06	RCV002426108	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome																	
chr17:g.41244970T>C		3.459385	0.7444	0.74106	0.75131	0.5269	0.89264	0.90281	0.69275	0.70444	0.78199	0.67813	0.61787	0.74766	0.70287	0.89359	0.87919	0.95156	0.92422	0.33194	0.28172	0.86225	0.64862	0.85032	0.20117	0.81396	0.81001	0.71638	0.71098	0.57719	0.63577	0.47794	0.64695	0.47827	0.54779	0.12799	0.70674	0.91583	0.68238	0.79402	0.62065	13.6967	0.53972	58		3.98375e-06				9.415e-06	8.236e-06					RCV001015998	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001873271	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr17:g.41244976G>C	7	2.604267	0.71559	0.71193	0.75131	0.47151	0.55381	0.85287	0.47808	0.44574	0.83578	0.30381	0.41028	0.74766	0.48473	0.89359	0.87919	0.95156	0.92422	0.49766	0.1668	0.86767	0.57249	0.79103	0.12739	0.74557	0.81001	0.25441	0.76049	0.54103	0.28035	0.50648	0.78918	0.47319	0.5637	0.15586	0.48184	0.9028	0.5748	0.3584	0.3443	8.8633	0.47672			3.98422e-06																										
chr17:g.41244984T>A		6.099614	0.82009	0.82666	0.75131	0.75401	0.71769	0.89011	0.78531	0.75719	0.85799	0.60094	0.58712	0.74766	0.70287	0.89359	0.87919	0.95156	0.92422	0.44558	0.51296	0.92495	0.89809	0.93914	0.44252	0.87267	0.81001	0.71638	0.678	0.86279	0.44883	0.47794	0.64695	0.90584	0.97372	0.23222	0.91141	0.95249	0.91255	0.76473	0.62065	13.6967	0.7676			7.96857e-06				1.883e-05	1.647e-05					RCV000582745	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000706969	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr17:g.41244997C>T	7	6.36732	0.79984	0.85308	0.75131	0.63357	0.99222	0.89135	0.84414	0.82823	0.79666	0.69001	0.71936	0.74766	0.70287	0.89359	0.87919	0.95156	0.92422	0.6477	0.55875	0.90808	0.77283	0.92279	0.43848	0.87202	0.81001	0.71638	0.73285	0.86279	0.63096	0.26987	0.45946	0.90584	0.97372	0.49591	0.64019	0.91456	0.58626	0.6789	0.86204	16.9824	0.78356			3.98432e-06										RCV000077110	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000159874	Uncertain significance	germline	not specified	RCV000575058	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000766566	Uncertain significance	germline	not provided	Uncertain_significance
chr17:g.41245007C>T	7	-0.213978	0.58447	0.57918	0.75131	0.12693	0.14356	0.81167	0.07099	0.08381	0.77719	0.30353	0.26176	0.74766	0.10941	0.89359	0.87919	0.95156	0.92422	0.41827	0.11218	0.68952	0.25931	0.57805	0.10168	0.70002	0.81001	0.41325	0.56843	0.59523	0.1934	0.07715	0.0885	0.02946	0.20792	0.13532	0.58248	0.71714	0.33091	0.36765	0.19281	6.1033	0.38438		0.451	3.98378e-06										RCV000111886	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000590420	Uncertain significance	germline	not provided	RCV001320587	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003157351	Likely benign	germline	Hereditary cancer-predisposing syndrome	Uncertain_significance
chr17:g.41245014A>G		-1.044339	0.55151	0.54568	0.75131	0.03227	0.07623	0.74899	0.06925	0.06706	0.79277	0.05984	0.14515	0.74766	0.05529	0.89359	0.87919	0.95156	0.92422	0.50309	0.03773	0.64916	0.17454	0.4362	0.13104	0.30389	0.08975	0.06391	0.54328	0.45031	0.10602	0.84096	0.94714	0.26081	0.33871	0.07073	0.65283	0.80128	0.18184	0.10643	0.04033	2.356	0.26717			3.98337e-06				9.415e-06	8.236e-06					RCV000410162	Uncertain significance	unknown	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000561022	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001360641	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr17:g.41245015T>C		-2.278342	0.49589	0.48921	0.75131	0.04145	0.04294	0.46373	0.05763	0.05625	0.79277	0.10042	0.21248	0.74766	0.05195	0.89359	0.87919	0.95156	0.92422	0.45525	0.03773	0.66384	0.07242	0.50211	0.0826	0.35681	0.08975	0.06391	0.54022	0.4036	0.05321	0.47794	0.15895	0.19075	0.29688	0.01929	0.12099	0.69696	0.12386	0.1075	0.30301	8.1511	0.27792			3.98264e-06				9.415e-06	8.236e-06					RCV002433185	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV003101936	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									
chr17:g.41245018T>C	7	-0.651708	0.51747	0.60447	0.75131	0.17588	0.25977	0.78497	0.17943	0.15302	0.80301	0.14508	0.26043	0.74766	0.1825	0.89359	0.87919	0.95156	0.92422	0.69775	0.07998	0.82105	0.30197	0.68468	0.1077	0.78878	0.08975	0.13787	0.49671	0.36516	0.20396	0.47794	0.23007	0.45105	0.516	0.02807	0.57275	0.72631	0.48186	0.53072	0.07678	3.6324	0.34767			3.98273e-06						RCV002433156	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome																	
chr17:g.41245021T>C	7	-1.33881	0.47898	0.62852	0.75131	0.06405	0.14359	0.79528	0.11503	0.11248	0.7567	0.08971	0.18322	0.74766	0.16365	0.89359	0.87919	0.95156	0.92422	0.37284	0.19089	0.62878	0.16428	0.54429	0.10002	0.40776	0.08975	0.1704	0.43308	0.34213	0.13184	0.47794	0.22078	0.34048	0.40706	0.15652	0.68298	0.73735	0.20683	0.38891	0.10522	4.3355	0.36043		0.499	3.98238e-06										RCV000111884	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000480963	Uncertain significance	germline	not provided	RCV001194380	Uncertain significance	germline	not specified	RCV001324819	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	Uncertain_significance
chr17:g.41245023T>C		3.059828	0.60494	0.65069	0.75131	0.30791	0.62841	0.85619	0.33591	0.26832	0.79072	0.22681	0.33034	0.74766	0.46726	0.89359	0.87919	0.95156	0.92422	0.46368	0.28441	0.83929	0.51698	0.74828	0.3231	0.59869	0.28646	0.2251	0.41478	0.33882	0.39332	0.47794	0.22475	0.64738	0.72001	0.13991	0.9053	0.71946	0.51248	0.57587	0.39143	9.6649	0.38232		0.404	1.19471e-05	6.36699e-05			1.883e-05	1.647e-05					RCV000077109	Benign	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000162977	Benign/Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000168463	Benign	germline	Hereditary breast ovarian cancer syndrome	RCV000430143	Benign/Likely benign	germline	not specified	Benign
chr17:g.41245030T>A		2.929422	0.49063	0.54576	0.75131	0.22929	0.26786	0.66916	0.30968	0.23832	0.79277	0.12407	0.26125	0.74766	0.30839	0.89359	0.87919	0.67416	0.73137	0.72522	0.04491	0.81661	0.31783	0.61914	0.35753	0.46772	0.18612	0.06391	0.40426	0.37142	0.11859	0.47794	0.64695	0.53992	0.62898	0.04459	0.29525	0.73445	0.33923	0.31225	0.04582	2.6056	0.4457			1.19477e-05				9.415e-06	8.236e-06					RCV000074573	Uncertain significance	germline	not specified	RCV000077522	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000195551	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV000509761	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	Conflicting_interpretations_of_pathogenicity
chr17:g.41245030T>C		-0.475879	0.29702	0.48921	0.75131	0.03258	0.26718	0.62786	0.13211	0.1384	0.79176	0.07479	0.18071	0.74766	0.30839	0.89359	0.87919	0.67416	0.73137	0.39533	0.04491	0.67922	0.11159	0.56714	0.08593	0.22405	0.18612	0.06391	0.40426	0.37142	0.11859	0.47794	0.64695	0.12996	0.19346	0.04386	0.51319	0.56024	0.24955	0.1834	0.04582	2.6056	0.37301	56		3.98257e-06				9.415e-06	8.236e-06					RCV000167194	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000232315	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000759508	Uncertain significance	germline	not provided	RCV001193116	Uncertain significance	germline	not specified	Uncertain_significance
chr17:g.41245035T>G		2.354799	0.46434	0.62689	0.75131	0.40474	0.23934	0.83926	0.30517	0.24199	0.7886	0.3133	0.32131	0.74766	0.16233	0.59785	0.87919	0.67416	0.73137	0.51127	0.17321	0.83733	0.42528	0.74421	0.41733	0.76081	0.08975	0.30348	0.38733	0.36616	0.24986	0.47794	0.64695	0.38723	0.52117	0.04952	0.79829	0.73226	0.49613	0.48855	0.31638	8.3819	0.50508			3.98245e-06				9.415e-06	8.236e-06																					
chr17:g.41245045G>A		-2.737088	0.46611	0.47484	0.75131	0.03744	0.0317	0.61854	0.03037	0.029	0.77466	0.11545	0.20456	0.74766	0.02839	0.59785	0.87919	0.67416	0.73137	0.4069	0.01387	0.61866	0.23089	0.46415	0.10785	0.34214	0.08975	0.06391	0.18284	0.01923	0.14046	0.0289	0.02191	0.14655	0.23361	0.01068	0.55181	0.7293	0.13566	0.283	0.10876	4.4143	0.39558		0.318	3.98359e-06	3.18451e-05			9.415e-06	8.236e-06					RCV000509855	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000759507	Uncertain significance	germline	not provided	RCV000792748	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV002465695	Uncertain significance	germline	not specified	Uncertain_significance
chr17:g.41245047C>T		0.307879	0.38851	0.56639	0.75131	0.01642	0.25354	0.61317	0.16272	0.14434	0.74689	0.0821	0.21253	0.74766	0.17995	0.59785	0.87919	0.67416	0.73137	0.80271	0.17295	0.67334	0.23772	0.60548	0.17831	0.37439	0.08975	0.06391	0.21171	0.15554	0.04282	0.26987	0.16696	0.34945	0.37572	0.01122	0.04091	0.68319	0.45393	0.50809	0.05755	3.037	0.41754			7.96724e-06				9.415e-06	1.647e-05					RCV000537494	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000582678	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000585609	Uncertain significance	germline	not provided					Uncertain_significance
chr17:g.41245048C>G	7	-1.440248	0.23647	0.42429	0.75131	0.02766	0.05521	0.44791	0.0227	0.04152	0.71895	0.09388	0.22752	0.74766	0.33285	0.59785	0.87919	0.67416	0.73137	0.61778	0.17295	0.28806	0.01703	0.37407	0.10963	0.00369	0.19694	0.06391	0.2172	0.17203	0.14419	0.05685	0.21384	0.07471	0.06944	0.0102	0.00072	0.66769	0.00964	0.01155	0.05366	2.9044	0.29429			7.96787e-06										RCV000164931	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000590464	Uncertain significance	germline	not provided	RCV000695556	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Conflicting_interpretations_of_pathogenicity
chr17:g.41245056T>C		1.185299	0.55652	0.55076	0.75131	0.09072	0.37983	0.53034	0.18244	0.14667	0.78967	0.09838	0.24912	0.74766	0.08312	0.89359	0.87919	0.67416	0.73137	0.53849	0.11422	0.68646	0.27844	0.57625	0.39662	0.16971	0.08975	0.06391	0.25294	0.12179	0.06007	0.47794	0.07947	0.49677	0.60758	0.0788	0.28497	0.79217	0.35726	0.46862	0.00874	0.7167	0.42443			3.98397e-06				9.415e-06	8.236e-06																					
chr17:g.41245063_41245065del																																														3.98435e-06	3.18512e-05									RCV000047857	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000111878	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000220742	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000236610	Uncertain significance	germline	not specified	
chr17:g.41245067T>G		-0.942751	0.49309	0.63953	0.75131	0.18432	0.22269	0.82251	0.05542	0.03986	0.78967	0.12883	0.29253	0.74766	0.01575	0.89359	0.87919	0.95156	0.92422	0.47186	0.3002	0.76563	0.41661	0.71434	0.09225	0.76995	0.08975	0.06391	0.23719	0.22517	0.03214	0.05595	0.0867	0.20242	0.42079	0.02897	0.58569	0.80367	0.44029	0.50514	0.42236	10.1969	0.45709			3.98495e-06				9.415e-06	8.236e-06					RCV000077520	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000216311	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000590050	Conflicting interpretations of pathogenicity	germline	not provided	RCV001345360	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	Conflicting_interpretations_of_pathogenicity
chr17:g.41245073del																																														3.98546e-06										RCV000031053	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000047850	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV000131352	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000236906	Pathogenic	germline	not provided	
chr17:g.41245075C>A	7	0.49058	0.61502	0.61021	0.75209	0.37986	0.35448	0.86593	0.21307	0.17184	0.7567	0.1599	0.2877	0.74766	0.11689	0.89359	0.87919	0.67416	0.73137	0.47908	0.10362	0.74923	0.50533	0.63802	0.16464	0.68279	0.08975	0.06391	0.23967	0.2731	0.04892	0.05961	0.07905	0.36925	0.43987	0.0193	0.92391	0.72855	0.54683	0.59732	0.13299	4.9374	0.52563		0.399		6.36862e-05									RCV000083184	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 1 (BROVCA1)	RCV000132467	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000435802	Likely benign	germline	not specified	RCV000586521	Uncertain significance	germline	not provided	Conflicting_interpretations_of_pathogenicity
chr17:g.41245077T>A	7	3.484679	0.62424	0.68019	0.75209	0.77786	0.44652	0.87022	0.39282	0.27621	0.75438	0.13139	0.23373	0.74766	0.23219	0.89359	0.87919	0.95156	0.92422	0.80662	0.27146	0.83041	0.5451	0.71488	0.48073	0.889	0.08975	0.06391	0.23967	0.27649	0.20869	0.47794	0.23007	0.77913	0.80445	0.11132	0.96594	0.64826	0.91255	0.79402	0.10215	4.2666	0.68342			3.98565e-06										RCV001238090	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002451577	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr17:g.41245077T>C	7	0.045136	0.45606	0.44876	0.75209	0.25968	0.19663	0.79643	0.17243	0.15762	0.71187	0.11478	0.20855	0.74766	0.23219	0.89359	0.87919	0.95156	0.92422	0.59601	0.27146	0.62988	0.20224	0.54783	0.28121	0.39373	0.08975	0.06391	0.23967	0.27649	0.20869	0.47794	0.23007	0.62824	0.66722	0.08207	0.75456	0.43483	0.13566	0.07946	0.10215	4.2666	0.43223			3.98565e-06										RCV000569931	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001858182	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr17:g.41245080C>T	7	-0.259382	0.50105	0.58626	0.75209	0.11441	0.08457	0.6394	0.1663	0.16743	0.79761	0.07708	0.19375	0.74766	0.34986	0.89359	0.87919	0.67416	0.73137	0.4929	0.19667	0.71273	0.22846	0.56631	0.1073	0.56016	0.08975	0.06391	0.23917	0.28866	0.20037	0.26987	0.45946	0.36066	0.39629	0.00482	0.48523	0.75279	0.12032	0.05882	0.21085	6.4474	0.38643			3.98676e-06										RCV001992809	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003156892	Likely benign	germline	Hereditary cancer-predisposing syndrome									
